Analysts,Units,Method,TStartVid,TEndVid,TStartAnalyst,TEndAnalyst
Miriam Sherin,Unit 65,PLAY,60,74,988,1002
Miriam Sherin,Unit 66,STILL,74,74,1002,1035
Miriam Sherin,Unit 67,FREV,74,67,1035,1036
Miriam Sherin,Unit 68,PLAY,67,68,1036,1038
Miriam Sherin,Unit 69,STILL,68,68,1038,1039
Miriam Sherin,Unit 70,FREV,68,54,1039,1040
Miriam Sherin,Unit 71,PLAY,54,71,1040,1058
Miriam Sherin,Unit 72,STILL,71,71,1058,1150
Miriam Sherin,Unit 73,FREV,71,66,1150,1151
Miriam Sherin,Unit 74,PLAY,66,74,1151,1160
Miriam Sherin,Unit 75,STILL,74,74,1160,1165
Miriam Sherin,Unit 76,FREV,74,66,1165,1167
Miriam Sherin,Unit 77,PLAY,66,73,1167,1174
Miriam Sherin,Unit 78,STILL,73,73,1174,1178
Miriam Sherin,Unit 79,FREV,73,67,1178,1180
Miriam Sherin,Unit 80,PLAY,67,73,1180,1187
Miriam Sherin,Unit 81,STILL,73,73,1187,1192
Miriam Sherin,Unit 82,FREV,73,69,1192,1193
Miriam Sherin,Unit 83,STILL,69,69,1193,1200
Miriam Sherin,Unit 84,PLAY,69,73,1200,1204
Miriam Sherin,Unit 85,STILL,73,73,1204,1206
Miriam Sherin,Unit 86,FREV,73,70,1206,1208
Miriam Sherin,Unit 87,PLAY,70,77,1208,1218
Miriam Sherin,Unit 88,STILL,77,77,1218,1244
Miriam Sherin,Unit 89,FREV,77,74,1244,1246
Miriam Sherin,Unit 90,PLAY,74,89,1246,1262
Miriam Sherin,Unit 91,STILL,89,89,1262,1290
Miriam Sherin,Unit 92,FREV,89,84,1290,1292
Miriam Sherin,Unit 93,PLAY,84,89,1292,1297
Miriam Sherin,Unit 94,STILL,89,89,1297,1302
Miriam Sherin,Unit 95,FREV,89,80,1302,1304
Miriam Sherin,Unit 96,PLAY,80,81,1304,1306
Miriam Sherin,Unit 97,STILL,81,81,1306,1317
Miriam Sherin,Unit 98,PLAY,81,83,1317,1320
Miriam Sherin,Unit 99,STILL,83,83,1320,1325
Miriam Sherin,Unit 100,PLAY,83,100,1325,1342
Miriam Sherin,Unit 101,STILL,100,100,1342,1347
Miriam Sherin,Unit 102,FREV,100,97,1347,1351
Miriam Sherin,Unit 103,PLAY,97,103,1351,1357
Miriam Sherin,Unit 104,STILL,103,103,1357,1363
Miriam Sherin,Unit 105,PLAY,103,112,1363,1373
Miriam Sherin,Unit 106,STILL,112,112,1373,1378
Miriam Sherin,Unit 107,PLAY,112,113,1378,1380
Miriam Sherin,Unit 108,FREV,113,99,1380,1384
Miriam Sherin,Unit 109,STILL,99,99,1384,1429
Miriam Sherin,Unit 110,PLAY,99,113,1429,1444
Miriam Sherin,Unit 111,STILL,113,113,1444,1457
Miriam Sherin,Unit 112,PLAY,113,117,1457,1462
Miriam Sherin,Unit 113,FREV,117,110,1462,1464
Miriam Sherin,Unit 114,PLAY,110,118,1464,1471
Miriam Sherin,Unit 115,STILL,118,118,1471,1477
Miriam Sherin,Unit 116,FREV,118,108,1477,1478
Miriam Sherin,Unit 117,JREV,108,66,1478,1479
Miriam Sherin,Unit 118,PLAY,66,80,1479,1495
Miriam Sherin,Unit 119,STILL,80,80,1495,1504
Miriam Sherin,Unit 120,PLAY,80,109,1504,1533
Miriam Sherin,Unit 121,STILL,109,109,1533,1541
Miriam Sherin,Unit 122,FREV,109,105,1541,1544
Miriam Sherin,Unit 123,STILL,105,105,1544,1548
Miriam Sherin,Unit 124,PLAY,105,116,1548,1559
Miriam Sherin,Unit 125,STILL,116,116,1559,1564
Miriam Sherin,Unit 126,PLAY,116,118,1564,1566
Miriam Sherin,Unit 127,STILL,118,118,1566,1572
Miriam Sherin,Unit 128,FREV,118,114,1572,1574
Miriam Sherin,Unit 129,PLAY,114,119,1574,1580
Miriam Sherin,Unit 130,STILL,119,119,1580,1809
